Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.72     0.00        8     0.00     0.00  boost::detail::sp_counted_impl_p<BoundaryConditionsContainer<3u, 3u, 2u> >::dispose()
  0.00      2.72     0.00        8     0.00     0.00  boost::detail::sp_counted_impl_p<BoundaryConditionsContainer<3u, 3u, 2u> >::~sp_counted_impl_p()
  0.00      2.72     0.00        8     0.00     0.00  void boost::detail::sp_pointer_construct<SimpleStimulus, SimpleStimulus>(boost::shared_ptr<SimpleStimulus>*, SimpleStimulus*, boost::detail::shared_count&)
  0.00      2.72     0.00        8     0.00     0.00  void boost::detail::sp_pointer_construct<BoundaryConditionsContainer<3u, 3u, 2u>, BoundaryConditionsContainer<3u, 3u, 2u> >(boost::shared_ptr<BoundaryConditionsContainer<3u, 3u, 2u> >*, BoundaryConditionsContainer<3u, 3u, 2u>*, boost::detail::shared_count&)
  0.00      2.72     0.00        8     0.00     0.00  CxxTest::TestTracker::dummySuite() const
  0.00      2.72     0.00        8     0.00     0.00  CxxTest::DummyWorldDescription::suiteDescription(unsigned int) const
  0.00      2.72     0.00        8     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const
  0.00      2.72     0.00        8     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base()
  0.00      2.72     0.00        8     0.00     0.00  std::__new_allocator<unsigned int>::allocate(unsigned long, void const*)
  0.00      2.72     0.00        8     0.00     0.00  std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&)
  0.00      2.72     0.00        8     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::_Guard_alloc::~_Guard_alloc()
  0.00      2.72     0.00        8     0.00     0.00  void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_append<unsigned int const&>(unsigned int const&)
  0.00      2.72     0.00        8     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&)
  0.00      2.72     0.00        7     0.00     0.00  CxxTest::Link::Link()
  0.00      2.72     0.00        7     0.00     0.00  CxxTest::Link::~Link()
  0.00      2.72     0.00        7     0.00     0.00  std::vector<double, std::allocator<double> >::back()
  0.00      2.72     0.00        6     0.00     0.00  CxxTest::TestTracker::setTest(CxxTest::TestDescription const*)
  0.00      2.72     0.00        6     0.00     0.00  CxxTest::ErrorPrinter::Adapter::flush()
  0.00      2.72     0.00        6     0.00     0.00  CxxTest::List::head()
  0.00      2.72     0.00        6     0.00     0.00  CxxTest::TestTracker::fixTest(CxxTest::TestDescription const*) const
  0.00      2.72     0.00        5     0.00     0.00  CxxTest::ErrorPrinter::Adapter::operator<<(void (*)(CxxTest::OutputStream&))
  0.00      2.72     0.00        5     0.00     0.00  CxxTest::TestTracker::dummyTest() const
  0.00      2.72     0.00        5     0.00     0.00  CxxTest::DummySuiteDescription::testDescription(unsigned int) const
  0.00      2.72     0.00        4     0.00     0.02  void SetConductivities<3u>(BidomainProblem<3u>&)
  0.00      2.72     0.00        4     0.00     0.00  BidomainProblem<3u>::~BidomainProblem()
  0.00      2.72     0.00        4     0.00     0.00  SpaceConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::GiveUpConvergence()
  0.00      2.72     0.00        4     0.00     0.00  PlaneStimulusCellFactory<CellLuoRudy1991FromCellMLBackwardEulerOpt, 3u, 3u>::PlaneStimulusCellFactory(double, double)
  0.00      2.72     0.00        4     0.00     0.00  PlaneStimulusCellFactory<CellLuoRudy1991FromCellMLBackwardEulerOpt, 3u, 3u>::~PlaneStimulusCellFactory()
  0.00      2.72     0.00        4     0.00     0.00  AbstractConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::DisplayRun()
  0.00      2.72     0.00        4     0.00     0.00  GeneralPlaneStimulusCellFactory<CellLuoRudy1991FromCellMLBackwardEulerOpt, 3u, 3u>::GeneralPlaneStimulusCellFactory(unsigned int, double, double, double)
  0.00      2.72     0.00        4     0.00     0.00  GeneralPlaneStimulusCellFactory<CellLuoRudy1991FromCellMLBackwardEulerOpt, 3u, 3u>::~GeneralPlaneStimulusCellFactory()
  0.00      2.72     0.00        4     0.00     0.00  boost::shared_ptr<AbstractIvpOdeSolver>::shared_ptr<EulerIvpOdeSolver>(EulerIvpOdeSolver*)
  0.00      2.72     0.00        4     0.00     0.00  boost::shared_ptr<BoundaryConditionsContainer<3u, 3u, 2u> >::shared_ptr<BoundaryConditionsContainer<3u, 3u, 2u> >(BoundaryConditionsContainer<3u, 3u, 2u>*)
  0.00      2.72     0.00        4     0.00     0.00  boost::detail::shared_count::shared_count<EulerIvpOdeSolver>(EulerIvpOdeSolver*)
  0.00      2.72     0.00        4     0.00     0.00  boost::detail::sp_counted_impl_p<EulerIvpOdeSolver>::dispose()
  0.00      2.72     0.00        4     0.00     0.00  boost::detail::sp_counted_impl_p<EulerIvpOdeSolver>::~sp_counted_impl_p()
  0.00      2.72     0.00        4     0.00     0.00  void boost::detail::sp_pointer_construct<AbstractIvpOdeSolver, EulerIvpOdeSolver>(boost::shared_ptr<AbstractIvpOdeSolver>*, EulerIvpOdeSolver*, boost::detail::shared_count&)
  0.00      2.72     0.00        4     0.00     0.00  CxxTest::TestTracker::setSuite(CxxTest::SuiteDescription const*)
  0.00      2.72     0.00        4     0.00     0.00  CxxTest::OutputStream::endl(CxxTest::OutputStream&)
  0.00      2.72     0.00        4     0.00     0.00  CxxTest::ErrorFormatter::endl(CxxTest::OutputStream&)
  0.00      2.72     0.00        4     0.00     0.00  CxxTest::setMaxDumpSize(unsigned int)
  0.00      2.72     0.00        4     0.00     0.00  CxxTest::Link::next()
  0.00      2.72     0.00        4     0.00     0.00  CxxTest::TestTracker::fixSuite(CxxTest::SuiteDescription const*) const
  0.00      2.72     0.00        4     0.00     0.00  CxxTest::RealTestDescription::suite() const
  0.00      2.72     0.00        4     0.00     0.00  CxxTest::StaticSuiteDescription::suite() const
  0.00      2.72     0.00        4     0.00     0.00  CxxTest::Link::next() const
  0.00      2.72     0.00        3     0.00     0.00  SpaceConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::UpdateConvergenceParameters()
  0.00      2.72     0.00        3     0.00     0.00  SpaceConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::Abscissa()
  0.00      2.72     0.00        3     0.00     0.00  CxxTest::TestTracker::setListener(CxxTest::TestListener*)
  0.00      2.72     0.00        3     0.00     0.00  CxxTest::maxDumpSize()
  0.00      2.72     0.00        3     0.00     0.00  CxxTest::RealWorldDescription::suites()
  0.00      2.72     0.00        3     0.00     0.00  CxxTest::Link::attach(CxxTest::List&)
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::TestTracker::setWorld(CxxTest::WorldDescription const*)
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::GlobalFixture::lastGlobalFixture()
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::GlobalFixture::nextGlobalFixture()
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::GlobalFixture::prevGlobalFixture()
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::GlobalFixture::firstGlobalFixture()
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::TestDescription::~TestDescription()
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::SuiteDescription::~SuiteDescription()
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::WorldDescription::~WorldDescription()
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::Link::prev()
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::List::tail()
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::TestTracker::fixWorld(CxxTest::WorldDescription const*) const
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::RealSuiteDescription::next() const
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::RealSuiteDescription::numTests() const
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::RealWorldDescription::firstSuite() const
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::RealWorldDescription::numTotalTests() const
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::List::head() const
  0.00      2.72     0.00        2     0.00     0.00  CxxTest::List::size() const
  0.00      2.72     0.00        2     0.00     0.00  std::vector<double, std::allocator<double> >::_Guard_alloc::~_Guard_alloc()
  0.00      2.72     0.00        2     0.00     0.01  double* std::vector<double, std::allocator<double> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(unsigned long, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      2.72     0.00        2     0.00     0.00  double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      2.72     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      2.72     0.00        1     0.00     0.00  __static_initialization_and_destruction_0()
  0.00      2.72     0.00        1     0.00     0.00  PetscSetup::setUpWorld()
  0.00      2.72     0.00        1     0.00     0.00  PetscSetup::tearDownWorld()
  0.00      2.72     0.00        1     0.00     0.00  SpaceConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::SetInitialConvergenceParameters()
  0.00      2.72     0.00        1     0.00     0.00  AbstractConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::PopulateStandardResult(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&)
  0.00      2.72     0.00        1     0.00     2.10  AbstractConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::Converge(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      2.72     0.00        1     0.00     2.22  TestConvergenceEfficiency::Test3DSpace10Efficiency()
  0.00      2.72     0.00        1     0.00     2.22  TestDescription_TestConvergenceEfficiency_Test3DSpace10Efficiency::runTest()
  0.00      2.72     0.00        1     0.00     0.00  TestDescription_TestConvergenceEfficiency_Test3DSpace10Efficiency::TestDescription_TestConvergenceEfficiency_Test3DSpace10Efficiency()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestRunner::WorldGuard::WorldGuard()
  0.00      2.72     0.00        1     0.00     2.22  CxxTest::TestRunner::runAllTests(CxxTest::TestListener&)
  0.00      2.72     0.00        1     0.00     2.22  CxxTest::TestRunner::runTest(CxxTest::TestDescription&)
  0.00      2.72     0.00        1     0.00     2.22  CxxTest::TestRunner::runSuite(CxxTest::SuiteDescription&)
  0.00      2.72     0.00        1     0.00     2.22  CxxTest::TestRunner::runWorld()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestTracker::enterSuite(CxxTest::SuiteDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestTracker::enterWorld(CxxTest::WorldDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestTracker::initialize()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestTracker::leaveSuite(CxxTest::SuiteDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestTracker::leaveWorld(CxxTest::WorldDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestTracker::enterTest(CxxTest::TestDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestTracker::leaveTest(CxxTest::TestDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestTracker::TestTracker()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::digitToChar(unsigned int)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::ErrorPrinter::Adapter::~Adapter()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::ErrorPrinter::ErrorPrinter(std::ostream&, char const*, char const*)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::ErrorPrinter::~ErrorPrinter()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestListener::leaveSuite(CxxTest::SuiteDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::GlobalFixture::setUp()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::GlobalFixture::tearDown()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::GlobalFixture::GlobalFixture()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::GlobalFixture::~GlobalFixture()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::enterSuite(CxxTest::SuiteDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::enterWorld(CxxTest::WorldDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::leaveWorld(CxxTest::WorldDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::totalTests(CxxTest::OutputStream&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::enterTest(CxxTest::TestDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::leaveTest(CxxTest::TestDescription const&)
  0.00      2.72     0.00        1     0.00     0.00  void CxxTest::doAssertEquals<unsigned int, unsigned int>(char const*, unsigned int, char const*, unsigned int, char const*, unsigned int, char const*)
  0.00      2.72     0.00        1     0.00     0.00  char* CxxTest::numberToString<unsigned int>(unsigned int, char*, unsigned int, unsigned int, unsigned int)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealTestDescription::initialize(CxxTest::List&, CxxTest::SuiteDescription&, unsigned int, char const*)
  0.00      2.72     0.00        1     0.00     2.22  CxxTest::RealTestDescription::run()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealTestDescription::next()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealTestDescription::setUp()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealTestDescription::tearDown()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealTestDescription::RealTestDescription(CxxTest::List&, CxxTest::SuiteDescription&, unsigned int, char const*)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::DummyTestDescription::DummyTestDescription()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealSuiteDescription::initialize(char const*, unsigned int, char const*, CxxTest::List&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealSuiteDescription::next()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealSuiteDescription::firstTest()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealSuiteDescription::RealSuiteDescription(char const*, unsigned int, char const*, CxxTest::List&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealWorldDescription::firstSuite()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealWorldDescription::setUp()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealWorldDescription::tearDown()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::DummySuiteDescription::DummySuiteDescription()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::DummySuiteDescription::~DummySuiteDescription()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::DummyWorldDescription::DummyWorldDescription()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::DummyWorldDescription::~DummyWorldDescription()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::StaticSuiteDescription::doInitialize(CxxTest::TestSuite&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::StaticSuiteDescription::setUp()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::StaticSuiteDescription::tearDown()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::StaticSuiteDescription::StaticSuiteDescription(char const*, unsigned int, char const*, CxxTest::TestSuite&, CxxTest::List&)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::Link::detach(CxxTest::List&)
  0.00      2.72     0.00        1     0.00     0.00  bool CxxTest::equals<unsigned int, unsigned int>(unsigned int, unsigned int)
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestSuite::setUp()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestSuite::tearDown()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::TestSuite::~TestSuite()
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::WorldDescription::strTotalTests(char*) const
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealTestDescription::testName() const
  0.00      2.72     0.00        1     0.00     0.00  CxxTest::RealSuiteDescription::suiteName() const
  0.00      2.72     0.00        1     0.00     0.00  std::__shared_ptr<std::basic_ofstream<char, std::char_traits<char> >, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<std::basic_ofstream<char, std::char_traits<char> >, (__gnu_cxx::_Lock_policy)2>&&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2026 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.37% of 2.72 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     81.6    0.00    2.22                 main [1]
                0.00    2.22       1/1           CxxTest::TestRunner::runAllTests(CxxTest::TestListener&) [4]
                0.00    0.00       1/12          CxxTest::TestTracker::tracker() [40]
                0.00    0.00       1/1           CxxTest::ErrorPrinter::ErrorPrinter(std::ostream&, char const*, char const*) [133]
                0.00    0.00       1/1           CxxTest::ErrorPrinter::~ErrorPrinter() [134]
-----------------------------------------------
                0.00    2.22       1/1           TestDescription_TestConvergenceEfficiency_Test3DSpace10Efficiency::runTest() [3]
[2]     81.6    0.00    2.22       1         TestConvergenceEfficiency::Test3DSpace10Efficiency() [2]
                0.00    2.10       1/1           AbstractConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::Converge(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
                0.05    0.07       1/18          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [9]
                0.00    0.00       1/1           void CxxTest::doAssertEquals<unsigned int, unsigned int>(char const*, unsigned int, char const*, unsigned int, char const*, unsigned int, char const*) [146]
-----------------------------------------------
                0.00    2.22       1/1           CxxTest::RealTestDescription::run() [8]
[3]     81.6    0.00    2.22       1         TestDescription_TestConvergenceEfficiency_Test3DSpace10Efficiency::runTest() [3]
                0.00    2.22       1/1           TestConvergenceEfficiency::Test3DSpace10Efficiency() [2]
-----------------------------------------------
                0.00    2.22       1/1           main [1]
[4]     81.6    0.00    2.22       1         CxxTest::TestRunner::runAllTests(CxxTest::TestListener&) [4]
                0.00    2.22       1/1           CxxTest::TestRunner::runWorld() [7]
                0.00    0.00       2/12          CxxTest::TestTracker::tracker() [40]
                0.00    0.00       2/3           CxxTest::TestTracker::setListener(CxxTest::TestListener*) [92]
-----------------------------------------------
                0.00    2.22       1/1           CxxTest::TestRunner::runSuite(CxxTest::SuiteDescription&) [6]
[5]     81.6    0.00    2.22       1         CxxTest::TestRunner::runTest(CxxTest::TestDescription&) [5]
                0.00    2.22       1/1           CxxTest::RealTestDescription::run() [8]
                0.00    0.00       2/12          CxxTest::TestTracker::tracker() [40]
                0.00    0.00       1/3           CxxTest::maxDumpSize() [93]
                0.00    0.00       1/1           CxxTest::RealTestDescription::setUp() [150]
                0.00    0.00       1/1           CxxTest::TestTracker::enterTest(CxxTest::TestDescription const&) [128]
                0.00    0.00       1/1           CxxTest::RealTestDescription::tearDown() [151]
                0.00    0.00       1/4           CxxTest::setMaxDumpSize(unsigned int) [84]
                0.00    0.00       1/1           CxxTest::TestTracker::leaveTest(CxxTest::TestDescription const&) [129]
-----------------------------------------------
                0.00    2.22       1/1           CxxTest::TestRunner::runWorld() [7]
[6]     81.6    0.00    2.22       1         CxxTest::TestRunner::runSuite(CxxTest::SuiteDescription&) [6]
                0.00    2.22       1/1           CxxTest::TestRunner::runTest(CxxTest::TestDescription&) [5]
                0.00    0.00       2/12          CxxTest::TestTracker::tracker() [40]
                0.00    0.00       1/3           CxxTest::maxDumpSize() [93]
                0.00    0.00       1/1           CxxTest::TestTracker::enterSuite(CxxTest::SuiteDescription const&) [123]
                0.00    0.00       1/1           CxxTest::StaticSuiteDescription::setUp() [166]
                0.00    0.00       1/1           CxxTest::RealSuiteDescription::firstTest() [156]
                0.00    0.00       1/1           CxxTest::RealTestDescription::next() [149]
                0.00    0.00       1/12          CxxTest::Link::active() const [41]
                0.00    0.00       1/1           CxxTest::StaticSuiteDescription::tearDown() [167]
                0.00    0.00       1/1           CxxTest::TestTracker::leaveSuite(CxxTest::SuiteDescription const&) [126]
                0.00    0.00       1/4           CxxTest::setMaxDumpSize(unsigned int) [84]
-----------------------------------------------
                0.00    2.22       1/1           CxxTest::TestRunner::runAllTests(CxxTest::TestListener&) [4]
[7]     81.6    0.00    2.22       1         CxxTest::TestRunner::runWorld() [7]
                0.00    2.22       1/1           CxxTest::TestRunner::runSuite(CxxTest::SuiteDescription&) [6]
                0.00    0.00       2/12          CxxTest::TestTracker::tracker() [40]
                0.00    0.00       1/7           CxxTest::Link::Link() [62]
                0.00    0.00       1/1           CxxTest::TestRunner::WorldGuard::WorldGuard() [122]
                0.00    0.00       1/1           CxxTest::RealWorldDescription::setUp() [159]
                0.00    0.00       1/1           CxxTest::TestTracker::enterWorld(CxxTest::WorldDescription const&) [124]
                0.00    0.00       1/1           CxxTest::RealWorldDescription::firstSuite() [158]
                0.00    0.00       1/1           CxxTest::RealSuiteDescription::next() [155]
                0.00    0.00       1/12          CxxTest::Link::active() const [41]
                0.00    0.00       1/1           CxxTest::RealWorldDescription::tearDown() [160]
                0.00    0.00       1/1           CxxTest::TestTracker::leaveWorld(CxxTest::WorldDescription const&) [127]
                0.00    0.00       1/4           CxxTest::setMaxDumpSize(unsigned int) [84]
                0.00    0.00       1/2           CxxTest::WorldDescription::~WorldDescription() [103]
-----------------------------------------------
                0.00    2.22       1/1           CxxTest::TestRunner::runTest(CxxTest::TestDescription&) [5]
[8]     81.6    0.00    2.22       1         CxxTest::RealTestDescription::run() [8]
                0.00    2.22       1/1           TestDescription_TestConvergenceEfficiency_Test3DSpace10Efficiency::runTest() [3]
-----------------------------------------------
                0.05    0.07       1/18          TestConvergenceEfficiency::Test3DSpace10Efficiency() [2]
